"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol","significant","direction"
"11759651_x_at",-0.274526530612244,2.90682040816327,-6.09040863532206,5.81827232485138e-09,1.77283561842985e-08,9.28242155075807,"AMHR2","Not Significant","NS"
"11716977_a_at",-0.446989795918367,6.31829693877551,-6.09035354417777,5.81995664646525e-09,1.77323942835667e-08,9.28213844930562,"KCNIP4","Not Significant","NS"
"11745245_a_at",0.815935714285712,2.87997704081633,6.09023183354912,5.82367944423645e-09,1.77426423832857e-08,9.28151301094936,"C15orf56","Not Significant","NS"
"11747007_a_at",0.204205102040816,3.04299336734694,6.0901369037501,5.8265847092221e-09,1.77503986459591e-08,9.2810251980273,"C12orf42","Not Significant","NS"
"11724495_a_at",0.315577551020407,8.34256632653061,6.08895166245661,5.8629780622989e-09,1.78601472063588e-08,9.2749350705189,"SLC25A2","Not Significant","NS"
"11758421_s_at",-0.364169387755101,7.1216612244898,-6.08894013650862,5.86333306314939e-09,1.78601472063588e-08,9.27487585068795,"WISP3","Not Significant","NS"
"11733324_x_at",-0.510252040816326,6.46245663265306,-6.0888411021482,5.86638420399975e-09,1.78683391080999e-08,9.27436701950305,"GCFC1","Not Significant","NS"
"11751271_a_at",0.264201020408163,3.79497704081633,6.08853067057623,5.87595835072338e-09,1.78963971081606e-08,9.27277208172874,"GCFC1","Not Significant","NS"
"11752397_a_at",-0.189322448979591,2.96747755102041,-6.08844089471443,5.87873001850329e-09,1.79037346259129e-08,9.27231084093783,"CPNE9","Not Significant","NS"
"11731416_at",-0.448373469387753,7.35226632653061,-6.0883196676653,5.88247471847458e-09,1.7914034435875e-08,9.27168802097172,"CPNE9","Not Significant","NS"
"11762535_at",-0.137735714285714,2.01884030612245,-6.0880881117826,5.88963397186004e-09,1.79347307518979e-08,9.2704983955679,"MMP28","Not Significant","NS"
"11722275_s_at",0.336602040816326,5.3871887755102,6.08800835370376,5.89210191194643e-09,1.79411397141246e-08,9.27008864315275,"WBSCR27","Not Significant","NS"
"11727572_s_at",-0.735235714285713,3.5196862244898,-6.08758314420355,5.90527621007728e-09,1.79801461720639e-08,9.26790421627463,"WBSCR27","Not Significant","NS"
"11729121_a_at",0.422271428571427,8.13672959183674,6.08751309096858,5.90744944309358e-09,1.79856542874434e-08,9.26754434208664,"C3orf22","Not Significant","NS"
"11720758_s_at",-0.457635714285713,7.5681056122449,-6.0872321231063,5.91617367452295e-09,1.8011105479595e-08,9.26610099556848,"GLE1","Not Significant","NS"
"11723126_at",1.05299489795918,2.74638214285714,6.08720644096609,5.91697175097302e-09,1.80124247607442e-08,9.26596906734548,"C22orf31","Significant","Up"
"11757437_s_at",-0.464317346938774,5.22695153061224,-6.08712243465562,5.91958299711258e-09,1.80192631838882e-08,9.26553753262703,"AKAP14","Not Significant","NS"
"11718804_x_at",-0.274717346938774,10.1489954081633,-6.08684494013873,5.92821664699876e-09,1.80444318846644e-08,9.26411209099083,"LSS","Not Significant","NS"
"11745445_a_at",-0.488658163265304,2.52153214285714,-6.08676893854268,5.93058342674703e-09,1.80505234261881e-08,9.26372169158862,"CAPN8","Not Significant","NS"
"11723061_s_at",0.487365306122448,5.85263469387755,6.0865444121528,5.93758085526582e-09,1.80707073469007e-08,9.26256838038516,"RNF39","Not Significant","NS"
"11753135_a_at",0.227882653061224,2.62133724489796,6.08568006532538,5.96459408551247e-09,1.81518020401232e-08,9.25812881295308,"GFAP","Not Significant","NS"
"11734017_a_at",0.245283673469387,9.57477142857143,6.08542930765675,5.97245347293109e-09,1.81746002350222e-08,9.25684092021967,"GALR2","Not Significant","NS"
"11717053_a_at",0.418858163265305,7.32410969387755,6.0853482961965,5.97499474814535e-09,1.81812132243935e-08,9.25642485266282,"GNRH2","Not Significant","NS"
"11760218_a_at",0.208958163265306,2.49033316326531,6.08533059454614,5.97555017812636e-09,1.81817830754081e-08,9.25633393908543,"ZNF81","Not Significant","NS"
"11720171_s_at",0.319311224489795,7.33574132653061,6.08513253647073,5.98176815733736e-09,1.81995812110808e-08,9.25531674859763,"ZIC1","Not Significant","NS"
"11716566_a_at",0.604027551020406,5.52047908163265,6.0842452017373,6.00970372710615e-09,1.82834490400335e-08,9.25075983506227,"ZIC1","Not Significant","NS"
"11724129_at",-0.958485714285712,7.54275102040816,-6.0841070023608,6.01406609011413e-09,1.82955936877157e-08,9.25005015204076,"GPR55","Not Significant","NS"
"11748304_a_at",0.451079591836733,4.96598571428571,6.08344288450983,6.03507277918552e-09,1.83583679872409e-08,9.24663991989731,"GPR55","Not Significant","NS"
"11731891_s_at",-0.401679591836734,3.45261428571429,-6.08333848361822,6.03838161479811e-09,1.83673019480426e-08,9.24610384647416,"KIAA1210","Not Significant","NS"
"11717160_a_at",0.244271428571427,10.3620663265306,6.08253736768427,6.06383106551253e-09,1.84435770771326e-08,9.2419905181308,"TRPV1","Not Significant","NS"
"11733638_at",0.196526530612244,2.22854285714286,6.08170305528609,6.09044683057114e-09,1.85233900218368e-08,9.23770713565783,"ZNF398","Not Significant","NS"
"200097_PM_s_at",0.165246938775509,10.4446795918367,6.08168516514048,6.09101880401594e-09,1.85239888327564e-08,9.23761529155752,"ZNF398","Not Significant","NS"
"11718688_a_at",0.750852040816324,4.98482704081633,6.08144879046981,6.09858098388671e-09,1.85458448565412e-08,9.23640181293976,"ECE2","Not Significant","NS"
"11764030_x_at",-0.382714285714285,7.09988469387755,-6.0807607030305,6.1206469329911e-09,1.8611801578271e-08,9.23286955599926,"NOD2","Not Significant","NS"
"11724200_a_at",-0.58857857142857,2.64473418367347,-6.08047094740529,6.12996236433456e-09,1.86389805027107e-08,9.23138219395564,"AGBL2","Not Significant","NS"
"11739506_a_at",-0.6023193877551,2.50421683673469,-6.08029616487458,6.13558821215457e-09,1.86549380930534e-08,9.23048503062268,"CLDN9","Not Significant","NS"
"11717493_a_at",0.296153061224489,7.32878673469388,6.07971857457351,6.15421553156375e-09,1.87104215859276e-08,9.22752036963426,"MAGEA9 /// MAGEA9B","Not Significant","NS"
"11731578_s_at",0.448736734693876,6.08957551020408,6.07964566413661,6.15657083340568e-09,1.87164301125622e-08,9.22714614791967,"OBSCN","Not Significant","NS"
"11730179_a_at",-0.314653061224489,4.21478979591837,-6.07929423606602,6.16793577768856e-09,1.87498261921043e-08,9.22534244344424,"UFSP1","Not Significant","NS"
"11759208_at",0.294752040816326,3.29424846938775,6.07892653742074,6.17984891239456e-09,1.87848844948309e-08,9.2234553064648,"DGKZ","Not Significant","NS"
"11756623_at",0.319225510204081,3.04549642857143,6.07884371188267,6.18253550229982e-09,1.87918942833936e-08,9.22303023233752,"CXorf64","Not Significant","NS"
"11723858_a_at",0.392272448979591,4.24541173469388,6.07834507273794,6.1987339337257e-09,1.88399700936044e-08,9.22047121875788,"FAM71F2","Not Significant","NS"
"11753037_x_at",-0.163547959183673,2.23565663265306,-6.07797631085243,6.21074001341625e-09,1.88752988493892e-08,9.2185788268303,"UEVLD","Not Significant","NS"
"11744914_s_at",-0.555252040816325,8.72880459183673,-6.07791151818929,6.21285187334933e-09,1.8880555203817e-08,9.21824633550992,"SCN5A","Not Significant","NS"
"11744850_a_at",0.23094387755102,2.40511887755102,6.07777516737361,6.21729840755989e-09,1.8892905436608e-08,9.21754664285635,"NF1","Not Significant","NS"
"11715995_at",0.34198469387755,8.87307806122449,6.0776300290536,6.22203493783154e-09,1.89061353251553e-08,9.21680186835929,"IL19","Not Significant","NS"
"11716446_at",0.558154081632652,4.14555255102041,6.07686788037434,6.24696545471766e-09,1.89807208039059e-08,9.21289111645282,"RIMBP3 /// RIMBP3B /// RIMBP3C","Not Significant","NS"
"11721715_s_at",0.2855,2.82786020408163,6.07663163138781,6.25471321294787e-09,1.90030923860131e-08,9.21167893914057,"VCX","Not Significant","NS"
"11753852_a_at",-0.148566326530612,2.06738418367347,-6.07643339710777,6.26122154890267e-09,1.90216958301001e-08,9.21066183751217,"IGFL3","Not Significant","NS"
"11749731_a_at",-0.274966326530612,3.46522193877551,-6.07563297503347,6.28756820560601e-09,1.91005624286189e-08,9.2065552576797,"IP6K3","Not Significant","NS"
"11742557_s_at",0.383163265306121,4.89990918367347,6.07543622139033,6.29406115786827e-09,1.91191108588069e-08,9.20554586616558,"ADAMTS3","Not Significant","NS"
"11717494_x_at",0.269162244897958,7.15764744897959,6.07530031216414,6.298550055801e-09,1.91315697801703e-08,9.20484863356757,"ADAMTS3","Not Significant","NS"
"11744380_s_at",0.670111224489794,11.429012755102,6.07469126963355,6.31870447046813e-09,1.91916075632558e-08,9.20172429439693,"FAM19A4","Not Significant","NS"
"11758124_s_at",-0.425127551020407,5.09874744897959,-6.07463532675482,6.32055889652651e-09,1.91960593852689e-08,9.20143732266224,"ICOS","Not Significant","NS"
"11735431_x_at",-0.5387693877551,7.22323469387755,-6.07373923236958,6.35033593753069e-09,1.9285308732683e-08,9.19684084859056,"TREH","Not Significant","NS"
"11724080_x_at",-0.656024489795917,3.4718112244898,-6.07330614728634,6.36477650643174e-09,1.93279747000331e-08,9.19461952507717,"ZNF624","Not Significant","NS"
"11757662_a_at",0.362371428571428,2.95499897959184,6.07318009514085,6.36898556816019e-09,1.93395672201893e-08,9.19397301519261,"KLC3","Not Significant","NS"
"11756708_a_at",0.210715306122449,2.9425862244898,6.07278034866712,6.38235172614498e-09,1.93789623330708e-08,9.19192281287075,"CCDC63","Not Significant","NS"
"11726630_a_at",0.325198979591836,6.05011683673469,6.07262546629571,6.387537849719e-09,1.9393516798612e-08,9.19112848369208,"CNTD2","Not Significant","NS"
"11727690_at",0.375756122448979,2.72465051020408,6.07259250653603,6.38864201612929e-09,1.93956768063294e-08,9.19095944817258,"TSPAN32","Not Significant","NS"
"11743939_a_at",0.374975510204081,5.45328571428571,6.07192857785305,6.41092379446165e-09,1.94621270293388e-08,9.18755459541189,"TSPAN32","Not Significant","NS"
"11719068_a_at",-0.17628775510204,4.38679591836735,-6.07170822054539,6.41833591543144e-09,1.9483430912748e-08,9.18642458421037,"ZNF442","Not Significant","NS"
"11755582_x_at",0.300411224489795,2.93526989795918,6.07152060349786,6.42465337671247e-09,1.95014094445189e-08,9.18546248996783,"ZNF442","Not Significant","NS"
"11716044_a_at",-0.254908163265306,7.18193469387755,-6.07106984429448,6.43985630730529e-09,1.95456533294308e-08,9.18315109419253,"NODAL","Not Significant","NS"
"11752303_a_at",-0.173971428571428,3.33296224489796,-6.07106497062694,6.44002087588583e-09,1.95456533294308e-08,9.18312610371972,"NODAL","Not Significant","NS"
"11732147_a_at",-0.393305102040816,7.07369744897959,-6.07007306131291,6.47360048558356e-09,1.96463610631739e-08,9.17804022301622,"NODAL","Not Significant","NS"
"11717232_a_at",-1.22437448979592,5.07742602040816,-6.06995919147051,6.47746634162308e-09,1.96568853845027e-08,9.17745640716911,"SUN5","Significant","Down"
"11721025_a_at",0.501418367346937,6.49609285714286,6.0699064392821,6.47925803352225e-09,1.96611144235656e-08,9.17718594684412,"IL22RA2","Not Significant","NS"
"11741016_a_at",-0.302941836734693,6.12988316326531,-6.06964070960248,6.48829074758607e-09,1.96873142578205e-08,9.17582357594221,"CAMKK2","Not Significant","NS"
"11734583_a_at",-0.422357142857142,5.80728469387755,-6.06940903363286,6.49617597282606e-09,1.97100292802106e-08,9.17463582845991,"KRT27","Not Significant","NS"
"11717784_a_at",0.384774489795918,6.78945969387755,6.06900727719768,6.50987225400348e-09,1.97503717370817e-08,9.17257619244896,"RABL2A /// RABL2B","Not Significant","NS"
"11723960_at",0.357967346938775,6.01698469387755,6.06877635655432,6.51775737421945e-09,1.97730797765957e-08,9.17139240177011,"MED25","Not Significant","NS"
"11733105_at",0.25183775510204,7.57913520408163,6.06848360177332,6.52776736652893e-09,1.98022309068426e-08,9.16989166908444,"MED25","Not Significant","NS"
"11721383_s_at",-0.410555102040815,6.27767755102041,-6.06802801202964,6.54337505216335e-09,1.98483582289871e-08,9.16755630297541,"FIGNL2","Not Significant","NS"
"11733774_a_at",-0.327402040816326,3.79008775510204,-6.06788685071687,6.54821840169565e-09,1.98618298726288e-08,9.16683273036204,"NHLRC3","Not Significant","NS"
"11732938_at",0.252031632653061,2.64524234693878,6.067304586022,6.5682334959471e-09,1.99213154474509e-08,9.16384824683695,"BEST3","Not Significant","NS"
"11715923_a_at",0.417233673469387,6.89492602040816,6.06723563857046,6.57060750066426e-09,1.9927291944719e-08,9.1634948594799,"DFFB","Not Significant","NS"
"11717460_a_at",0.303499999999999,6.69465306122449,6.06626339513749,6.60417353699733e-09,2.00266323937779e-08,9.15851195776109,"DFFB","Not Significant","NS"
"11755930_a_at",0.277930612244897,5.76208775510204,6.06626338292946,6.6041739595243e-09,2.00266323937779e-08,9.15851189519645,"GJC2","Not Significant","NS"
"11724025_a_at",-0.316390816326529,5.58399336734694,-6.06619024401291,6.60670581553145e-09,2.00330799659751e-08,9.15813706874409,"HYAL4","Not Significant","NS"
"11715119_s_at",0.948465306122446,6.26816632653061,6.06591867663714,6.6161150116756e-09,2.00603791728027e-08,9.15674535195786,"TTC22","Not Significant","NS"
"11721161_a_at",-0.31873163265306,7.65771785714286,-6.06577049121165,6.62125483853168e-09,2.0074730889295e-08,9.15598595564617,"TMPRSS6","Not Significant","NS"
"11754130_a_at",0.22914387755102,2.62927806122449,6.06558375873701,6.62773724618788e-09,2.0093151113581e-08,9.15502903782336,"C22orf43","Not Significant","NS"
"11733082_a_at",-0.198057142857143,2.55794387755102,-6.06487755998354,6.65230918151084e-09,2.01664072947084e-08,9.15141027708262,"C22orf43","Not Significant","NS"
"11742758_a_at",0.286705102040815,6.11718112244898,6.06475648434322,6.65653092090003e-09,2.01779668585544e-08,9.15078988044376,"TGM7","Not Significant","NS"
"11731621_at",-0.416834693877551,5.20834795918367,-6.06471632009354,6.65793197235082e-09,2.01809751664222e-08,9.15058407902208,"IL20","Not Significant","NS"
"11716814_s_at",-0.883353061224487,6.48170918367347,-6.0639649622975,6.68419495377229e-09,2.02593379149993e-08,9.1467342971773,"OR1E1 /// OR1E2","Not Significant","NS"
"11758647_s_at",-0.347605102040814,10.2061066326531,-6.06336508867267,6.70523581066665e-09,2.03218641144881e-08,9.14366091912329,"VIM","Not Significant","NS"
"11726220_at",-0.237535714285713,2.56385663265306,-6.06319321003906,6.71127649007965e-09,2.03389237076015e-08,9.14278035862253,"PPP1CC","Not Significant","NS"
"11728747_s_at",-0.310682653061224,6.96853316326531,-6.062874846608,6.72247947202348e-09,2.0371624912889e-08,9.14114937924158,"PPP1CC","Not Significant","NS"
"11715490_s_at",-0.702449999999998,3.4982637755102,-6.06266743493492,6.72978799730847e-09,2.03925211703937e-08,9.14008683847069,"YWHAB","Not Significant","NS"
"11763082_at",0.201141836734693,2.4417862244898,6.06231277041387,6.74230328735786e-09,2.04291913706028e-08,9.13826999974462,"FGA","Not Significant","NS"
"11749530_s_at",-0.34064387755102,6.80093928571429,-6.06227339589651,6.74369412873561e-09,2.04321520393704e-08,9.13806830052521,"FGA","Not Significant","NS"
"11728209_a_at",1.03357857142857,3.35906581632653,6.06224970137215,6.74453123512613e-09,2.0433434732712e-08,9.13794692379795,"TMCO1","Significant","Up"
"11732010_at",-0.181456122448979,2.60272806122449,-6.06207142589749,6.75083281454436e-09,2.04512715850256e-08,9.13703370660606,"TMCO1","Not Significant","NS"
"11723519_at",-0.232654081632652,3.42374132653061,-6.06197288709278,6.75431838328915e-09,2.04605758251315e-08,9.13652894887259,"TMCO1","Not Significant","NS"
"11749760_a_at",-0.178307142857142,2.28464744897959,-6.06195481981835,6.75495766013859e-09,2.04612572990434e-08,9.13643640120572,"ATP6V1G1","Not Significant","NS"
"11721575_at",0.339425510204081,7.11332908163265,6.06134636825579,6.77652124027635e-09,2.05253160363255e-08,9.13331978385321,"ATP6V1G1","Not Significant","NS"
"11747526_a_at",0.613283673469386,8.22531734693878,6.06129481986114,6.77835121659995e-09,2.05295997291184e-08,9.13305575193138,"ATP6V1G1","Not Significant","NS"
"11755842_a_at",0.231212244897958,7.22162346938776,6.06109946049197,6.78529090203564e-09,2.05493577290692e-08,9.13205513123306,"YIPF5","Not Significant","NS"
"11759344_at",-0.305225510204081,2.81084948979592,-6.06087702279174,6.79320095882612e-09,2.05720519102641e-08,9.13091584358293,"IFIT3","Not Significant","NS"
"11754679_a_at",0.311123469387754,4.70322295918367,6.0608252463693,6.79504346454263e-09,2.05763698902386e-08,9.13065065775664,"CLN3","Not Significant","NS"
"11737932_x_at",-0.170317346938775,2.38072091836735,-6.06035738975567,6.81171473955752e-09,2.06255882359159e-08,9.12825448404612,"SLC8A2","Not Significant","NS"
"11760320_at",0.266545918367346,2.87125969387755,6.06031402223067,6.81326209585818e-09,2.06290087588776e-08,9.12803237940908,"SLC8A2","Not Significant","NS"
"11729570_x_at",-0.412901020408162,3.07822704081633,-6.06024410488649,6.81575747687004e-09,2.0635299089793e-08,9.12767430347549,"SLC8A2","Not Significant","NS"
"11723243_at",0.482479591836734,7.56022755102041,6.05960818985175,6.83849472102559e-09,2.07028688955171e-08,9.12441764669855,"SLC8A2","Not Significant","NS"
"11715539_x_at",0.117620408163265,12.6103642857143,6.05931713972474,6.8489260434603e-09,2.073317773583e-08,9.12292719484543,"GALM","Not Significant","NS"
"11731730_a_at",-0.268180612244897,4.44785357142857,-6.0591138545047,6.85622109251935e-09,2.07539892660227e-08,9.12188621137195,"GALM","Not Significant","NS"
"11749315_a_at",-0.22063469387755,3.08525102040816,-6.05892354865037,6.86305726703659e-09,2.077340930313e-08,9.12091171433597,"PSMD6","Not Significant","NS"
"11734765_a_at",-0.26504387755102,2.61053316326531,-6.05867082445707,6.87214596110677e-09,2.07996445691744e-08,9.11961762480892,"NDUFS1","Not Significant","NS"
